ClassLabel,ChemA,ChemB
No Senioritis,0.7619775087248959,1.2977843292987132
No Senioritis,-4.201766703826043,2.0756198183969348
No Senioritis,-2.058258674157067,1.742863467881763
No Senioritis,-3.3983264182787165,0.842963118447327
No Senioritis,-4.381524010799833,0.264940531766938
No Senioritis,-2.6386031859277317,0.2611781374593427
No Senioritis,-1.451629299467541,1.8838427622885292
No Senioritis,-4.128695048686615,1.829942593296749
No Senioritis,-2.87432037424898,0.8909206270221659
No Senioritis,0.5845052994379993,2.7410259446581158
No Senioritis,-1.2406038844417868,3.5831002279169644
No Senioritis,-2.2170845843168583,0.7585724264723481
No Senioritis,-2.1534058852223046,2.306268010838232
No Senioritis,-1.3496272964520593,0.49978117441520964
No Senioritis,-1.4356112906187988,1.4426545019131587
No Senioritis,-1.0936128880964617,1.055648434156769
No Senioritis,-0.6287736709318787,0.9593953670612287
No Senioritis,-1.2935647737634939,0.5248779423847563
No Senioritis,-0.3214355588741489,2.035260358633006
No Senioritis,-3.0824941925783502,0.9392195809253348
No Senioritis,-2.946141928035837,2.8109443615054377
No Senioritis,-2.078700204209611,1.102932020064062
No Senioritis,-0.34256436964365466,1.3120222446050265
No Senioritis,-2.5512578753302724,1.878774841289163
No Senioritis,-0.13000955648744061,1.4786722126065506
No Senioritis,-0.7060800562062628,-1.329850777574951
No Senioritis,-0.8704563923616777,2.6535257443696727
No Senioritis,-1.9536080531059765,1.9799453460767165
No Senioritis,0.2653837928167371,3.4020339370189463
No Senioritis,0.6691312506881211,1.6105604304319778
No Senioritis,1.5374207650041836,2.7898995499909267
No Senioritis,-1.9656565559694401,4.110558811000644
No Senioritis,-3.288550483350704,1.1743469482100266
No Senioritis,-1.990708272890343,1.9391987693392263
No Senioritis,-0.19858767112119424,2.788904626814068
No Senioritis,-0.23074176315792472,3.5831308204807253
No Senioritis,0.7424157344160194,1.5665204144034806
No Senioritis,-3.195463274515846,1.7056065686620587
No Senioritis,-1.5136727251261208,2.326143911907101
No Senioritis,-3.023046988002392,1.5712426172069858
No Senioritis,-3.243974043927005,1.47110285499878
No Senioritis,-0.4560015570370457,1.9288655515848567
No Senioritis,-3.5447280686301825,1.567863481588206
No Senioritis,-0.9907785042942383,1.526754650376163
No Senioritis,-2.1339729977081454,0.8067646781767612
No Senioritis,-2.2718199739887033,1.3543618468590375
No Senioritis,-2.6811268451787225,2.0676746021308823
No Senioritis,-3.1950532295515313,3.7835568193267908
No Senioritis,0.12612043894034297,2.0688281731012212
No Senioritis,-4.462629904580297,1.9913027873792069
No Senioritis,-3.806835838248741,4.040159705910829
No Senioritis,1.7791755325501502,1.0313278842876057
No Senioritis,-0.12026526415175187,2.3517856391112457
No Senioritis,1.5260687536268853,1.5971387582020027
No Senioritis,-2.957851585476319,2.1231008943654164
No Senioritis,-3.7783709347114476,1.0489383500219729
No Senioritis,-4.520400297702762,2.6387388376115943
No Senioritis,-1.7428079815246993,1.3370862505490466
No Senioritis,-1.5749545658580406,2.131845126142282
No Senioritis,-1.996751883883814,2.1662034548442106
No Senioritis,-1.5865283519307618,1.7295619293046989
No Senioritis,-1.1719362736731214,0.3237872975948781
No Senioritis,-1.199838135607195,2.000875723718644
No Senioritis,-1.2194773973096238,1.021524395075978
No Senioritis,-1.419243516226498,1.4920802876447599
No Senioritis,-3.2298093686945872,3.16992222595734
No Senioritis,-1.1658156153348451,1.8937244549324397
No Senioritis,-1.8408634569876785,2.57118099855032
No Senioritis,-1.4759008212037625,-0.1793890563361611
No Senioritis,-0.9791286066373783,-0.7147592266226268
No Senioritis,-3.6248166659444285,1.1528613428997514
No Senioritis,-0.6838233018699027,3.5812982170135617
No Senioritis,-1.7885061871723087,2.3928717825058174
No Senioritis,-1.2685298997919263,3.5833905906728964
No Senioritis,-4.048506734521599,1.9114070229130589
No Senioritis,-1.3420669600931674,1.481525179254407
No Senioritis,0.9147416259520207,2.0199233944660993
No Senioritis,-0.5525136806042164,2.6673177978730087
No Senioritis,-3.3893976934630143,2.0770434118175927
No Senioritis,-2.382734641534171,2.221935437273838
No Senioritis,-5.945424514222067,2.284704668860187
No Senioritis,1.0751015065507046,2.1213186707032445
No Senioritis,1.2157745657975094,1.3789016940221983
No Senioritis,-0.819405811228709,3.666752575945613
No Senioritis,-2.4700037487792104,1.254910195447036
No Senioritis,-4.386104986862241,4.950119232186021
No Senioritis,-4.028767590155081,2.3182653044714643
No Senioritis,0.5374956282788883,1.9209443038076877
No Senioritis,0.18219430385590618,2.9346635611825076
No Senioritis,-0.34303124007173036,2.276821637320442
No Senioritis,-1.596536730834111,1.1086582772028852
No Senioritis,-5.589441706874348,3.3350693129368834
No Senioritis,-3.887799336330878,1.5093873481987718
No Senioritis,-0.0966675247466684,0.37456749021906943
No Senioritis,-5.978139167619299,1.0034823547263734
No Senioritis,-2.4744485227380864,1.554897253219627
No Senioritis,0.053017801538553844,4.043589433252622
No Senioritis,0.3875924248025475,2.122256263535379
No Senioritis,-0.17555563224994386,1.6402122544983637
No Senioritis,-2.2984749207908237,0.38819283069233546
Senioritis,3.339789713755976,-1.3073381008594667
Senioritis,1.530981272846575,-1.1608111681917248
Senioritis,1.3467102157944293,-1.1620790003768469
Senioritis,1.537173008061757,0.03421834477536738
Senioritis,3.066126322519688,-1.8094196576081496
Senioritis,3.5038867809459413,0.319853043775169
Senioritis,0.32643963498379835,1.2312263375238193
Senioritis,0.9452610266309696,-0.8079102596594288
Senioritis,1.638923907212153,-0.3975856227181835
Senioritis,3.6318947545395144,-1.0001060506981105
Senioritis,1.9474029428348787,-1.7862670299104917
Senioritis,1.2665051215921677,0.031868159590267314
Senioritis,2.4809476207414414,-0.6531392065977255
Senioritis,1.0588176568128007,1.9044274334199793
Senioritis,2.209346609803812,0.7341837264454573
Senioritis,2.777611302144083,0.85821914218709
Senioritis,3.198436301898722,0.29855722921473205
Senioritis,2.513143708811847,0.18111750886548042
Senioritis,3.397526396238927,-1.4092259517628427
Senioritis,3.5098937040601728,-0.7888933250327006
Senioritis,4.886377522369566,0.38965571186701536
Senioritis,0.8168314001398351,2.0840549009580167
Senioritis,2.2162504407259154,1.0007216450218046
Senioritis,1.9106272894327758,0.10844240836835052
Senioritis,1.6166459877343646,0.2060044427211164
Senioritis,3.581148735951588,2.7705485432713832
Senioritis,1.781585116517355,0.4151010952071659
Senioritis,-0.24737464466624726,2.749520603995028
Senioritis,0.4131091993590599,-0.32348498548208393
Senioritis,0.6683601419841607,-0.9063723378780133
Senioritis,1.1652803802497802,0.8461598332199101
Senioritis,2.869461743089726,1.661480701076124
Senioritis,0.24132587231958413,-0.2780655486903897
Senioritis,0.4496701182062808,2.4548772451591656
Senioritis,1.77391326006163,0.2529475316761878
Senioritis,2.444056896559891,0.8235500697027193
Senioritis,2.1923845523323737,-0.13823108094816827
Senioritis,3.6671913381932213,-1.3755361329440732
Senioritis,4.160490977145395,-2.9722147290873218
Senioritis,3.3475471449828254,-1.0611938048160354
Senioritis,-0.1635410867184821,0.4900174957948813
Senioritis,1.349337617699406,-0.5574722192607156
Senioritis,3.8264143182753125,0.25026951312587464
Senioritis,3.8603533747590646,0.12553208873725524
Senioritis,1.9597890280306143,-0.4503776625130744
Senioritis,1.0257867267800393,-0.15137974924848904
Senioritis,1.6639718450028829,-2.341113945281935
Senioritis,2.4701746393188415,1.9844093795317816
Senioritis,0.6195737207489267,-0.4221018739594216
Senioritis,2.064502827515773,-0.31564675764316347
Senioritis,0.9326828161821985,1.0828757621972136
Senioritis,3.089464389379993,-1.6649628155460656
Senioritis,0.16531832494383836,-0.935745314827856
Senioritis,2.586036594261005,-0.217217499607253
Senioritis,-0.24502305052629225,4.804337929787711
Senioritis,1.3833271207620803,0.5494274301296562
Senioritis,3.8613597923286367,-3.0548049808215536
Senioritis,1.630407197282749,-3.4803643876883767
Senioritis,3.9814805211462896,-1.634175939176955
Senioritis,1.0727516069817313,0.285055324159297
Senioritis,1.4294180791631659,1.6581522229794898
Senioritis,1.2595852509487542,1.0680347911887886
Senioritis,2.1235865142677106,-0.19803762618353266
Senioritis,0.5832133693198005,-0.815522415095804
Senioritis,1.1101745268097278,-0.3800769240424182
Senioritis,4.044039364214354,-2.437986914768229
Senioritis,2.6383913777209265,1.1493306771991623
Senioritis,1.4448625754199602,0.046717439920911805
Senioritis,0.816491645063252,-1.3341489897561498
Senioritis,1.607998518515346,0.4277537968116176
Senioritis,2.5218202146783857,-1.9529763057930833
Senioritis,0.7107101433400826,2.1804152599379836
Senioritis,1.1222706976514867,1.3123410252494785
Senioritis,2.6224356069516848,1.1805155837878667
Senioritis,1.5527302351793109,-0.3185452358474206
Senioritis,2.470824882441727,-0.41391527191619254
Senioritis,0.7737618620235986,-0.7254384087353427
Senioritis,0.10066556261313808,0.6179805187431133
Senioritis,1.819620973802927,-1.3468567221153909
Senioritis,2.531200331226713,-0.5849748275055076
Senioritis,4.126080210251313,0.1578768585121972
Senioritis,1.4288746472447595,-0.04900414316654772
Senioritis,2.817336060503112,-1.2936548087641955
Senioritis,2.865855936220238,-0.7047255804722375
Senioritis,-0.31319416495667163,2.957819133651989
Senioritis,2.7354249048968433,-2.6073214595617786
Senioritis,2.383358362672458,1.0318366134247157
Senioritis,-0.7827153204118082,0.7722603914793077
Senioritis,2.7101328600078474,-0.5600951951565336
Senioritis,2.303958723621045,2.5597092299900566
Senioritis,3.1673788188731473,-0.270870561540703
Senioritis,1.3416862053777379,-1.2045520983125793
Senioritis,2.4906208785076656,-1.8904209604203377
Senioritis,1.7125411415144107,1.7166421817453636
Senioritis,1.0619678674779982,1.7457370566786263
